,SALEDATE,PRICE
145873,2012-06-05,229000.0
145874,2018-04-12,305000.0
145876,2015-11-09,279000.0
145877,2009-09-02,199500.0
145878,2015-11-24,282000.0
145879,2009-10-09,229500.0
145880,2014-11-21,310000.0
145881,2015-09-30,285000.0
145882,2013-10-18,349900.0
145883,2013-06-24,329900.0
145884,2012-11-23,297900.0
145885,2017-06-05,363000.0
145886,2016-04-11,430000.0
145887,2016-04-05,419900.0
145888,2016-06-01,345000.0
145889,2016-04-04,399900.0
145890,2016-04-28,519900.0
145891,2016-04-08,479900.0
145892,2016-05-09,499900.0
145893,2016-04-12,476000.0
145894,2016-03-31,519900.0
145895,2016-05-17,500000.0
145896,2016-06-27,505000.0
145897,2016-06-08,479900.0
145898,2016-05-16,531500.0
145899,2016-04-14,504900.0
145900,2016-06-22,529900.0
145901,2016-09-27,495000.0
145902,2014-12-04,655000.0
145903,2013-01-14,649900.0
145904,2013-10-23,565000.0
145908,2013-04-23,545000.0
145909,2017-11-13,755000.0
145910,2013-03-18,720000.0
145911,2016-05-03,599900.0
145912,2018-04-18,750000.0
145913,2011-07-13,300000.0
145914,2009-11-17,349000.0
145915,2006-08-15,599900.0
145916,2011-04-11,260000.0
145917,2016-04-06,324922.0
145918,2011-08-08,213900.0
145919,2011-07-14,207000.0
145920,2011-05-17,270000.0
145921,2017-05-02,336000.0
145922,2011-07-22,219900.0
145923,2015-12-09,295000.0
145924,2016-01-06,580000.0
145925,2008-06-23,460000.0
145927,2013-10-16,573000.0
145928,2008-07-23,240000.0
145933,2014-07-09,212000.0
145934,2008-02-26,289500.0
145936,2008-03-14,310000.0
145937,2016-12-29,309590.0
145938,2012-12-21,195000.0
145939,2016-11-03,245000.0
145940,2016-04-18,295400.0
145941,2008-09-02,400000.0
145942,2011-04-11,1600000.0
145943,2011-04-11,1600000.0
145944,2011-04-11,1600000.0
145946,2011-04-11,1600000.0
145947,2017-04-26,375000.0
145948,2016-10-28,345000.0
145949,2011-04-11,1600000.0
145950,2017-10-30,385000.0
145951,2011-04-11,1600000.0
145952,2011-04-11,1600000.0
145953,2004-04-06,308500.0
145954,2014-08-14,498000.0
145955,2014-06-27,497500.0
145956,2017-07-14,545000.0
145958,2013-09-26,459500.0
145959,2004-03-09,258399.0
145960,2015-03-27,490000.0
145961,2005-05-06,339900.0
145962,2009-09-24,405000.0
145963,2005-11-29,469900.0
145964,2014-08-05,465000.0
145965,2011-07-29,435000.0
145966,2005-05-11,256000.0
145967,2016-07-27,570000.0
145968,2007-06-11,319900.0
145969,2013-01-30,359500.0
145970,2017-10-24,730000.0
145972,2017-12-18,469000.0
145973,2018-06-21,500000.0
145974,2015-12-31,358000.0
145975,2005-09-30,405000.0
145976,2010-08-24,270000.0
145977,2005-03-31,157000.0
145978,2013-06-06,307500.0
145979,2003-09-04,250000.0
145980,2015-06-19,360000.0
145981,2010-09-28,265000.0
145982,2018-04-17,249000.0
145983,2017-12-13,415000.0
145984,2004-07-22,265000.0
145985,2018-07-05,424900.0
145986,2010-07-22,349000.0
145987,2011-07-26,279000.0
145988,2006-02-03,495000.0
145989,2006-03-07,495000.0
145990,2006-10-02,490000.0
145991,2017-04-10,698000.0
145992,2018-07-03,650000.0
145995,2010-12-14,144376.0
145997,2005-06-16,214000.0
145998,2013-04-25,230000.0
145999,2017-02-27,312000.0
146000,2004-05-25,186300.0
146001,2005-10-04,215000.0
146002,2016-01-11,288400.0
146003,2006-06-22,280000.0
146004,2007-10-15,260000.0
146007,2004-01-05,145000.0
146009,1999-07-21,32425.0
146012,2000-10-17,61000.0
146014,2013-10-23,320000.0
146015,2017-05-24,372500.0
146016,2013-11-06,345000.0
146017,2013-10-02,325000.0
146018,2014-03-25,225000.0
146020,2008-05-15,260000.0
146021,2007-11-30,190000.0
146022,2014-02-19,335000.0
146023,2016-02-25,300000.0
146024,2008-03-18,230000.0
146025,2016-11-15,879900.0
146028,2016-12-13,423000.0
146029,2016-01-08,354000.0
146031,2011-08-05,280000.0
146032,2010-06-03,340000.0
146033,2008-07-22,302500.0
146034,2010-07-09,395000.0
146035,2008-08-28,309999.0
146036,2017-10-10,549900.0
146037,2015-02-19,439000.0
146038,2010-06-03,370000.0
146039,2017-11-30,427000.0
146040,2009-01-26,384999.0
146042,2008-09-04,465000.0
146043,2015-01-14,460000.0
146044,2016-06-14,440000.0
146045,2014-06-04,384000.0
146046,2010-04-28,413350.0
146048,2017-12-28,640000.0
146049,2009-12-28,380000.0
146050,2010-04-22,352170.0
146051,2008-07-29,382000.0
146053,2015-03-20,589000.0
146055,2014-07-28,530000.0
146056,2010-05-25,362000.0
146057,2010-04-28,333770.0
146058,2010-05-19,420000.0
146059,2011-12-02,457500.0
146060,2013-05-06,510000.0
146061,2008-05-23,500000.0
146062,2016-10-31,443000.0
146063,2008-10-06,350999.0
146064,2014-10-31,529000.0
146066,2008-08-19,549000.0
146067,2008-07-18,201000.0
146068,2007-12-04,194600.0
146069,2008-12-17,141500.0
146070,2011-11-10,173000.0
146071,2015-03-17,320000.0
146072,2013-01-02,185000.0
146074,2008-04-28,201000.0
146075,2008-10-08,197200.0
146076,2010-10-07,199000.0
146077,2007-07-25,136200.0
146078,2008-07-08,200000.0
146079,2008-12-29,145000.0
146080,2007-09-25,194100.0
146081,2008-08-22,221500.0
146082,2007-09-27,142900.0
146084,2008-12-24,205000.0
146085,2008-08-05,199000.0
146086,2008-09-02,199800.0
146087,2008-05-07,206000.0
146089,2009-10-14,395000.0
146090,2010-03-24,465000.0
146091,2017-11-03,695000.0
146092,2009-11-03,538000.0
146093,2009-09-15,585000.0
146094,2016-09-29,656000.0
146095,2013-06-28,419900.0
146096,2017-06-13,221500.0
146097,2017-06-02,269000.0
146098,2009-09-01,206000.0
146099,2016-10-31,270000.0
146100,2009-10-27,262500.0
146101,2014-04-14,279000.0
146102,2009-10-21,223000.0
146103,2018-03-08,279000.0
146104,2005-01-03,405000.0
146105,2013-06-05,350000.0
146106,2010-05-07,299900.0
146107,2014-12-08,360000.0
146108,2016-08-09,620215.0
146109,2016-11-30,452500.0
146110,2018-05-09,709000.0
146112,2006-07-05,389000.0
146113,2013-11-27,485000.0
146114,2013-11-04,779000.0
146115,2013-03-11,409000.0
146116,2010-01-05,365000.0
146117,2007-03-08,810000.0
146118,2009-05-15,610000.0
146119,2013-04-12,811000.0
146120,2007-07-31,560000.0
146121,2017-06-13,667000.0
146122,2013-07-16,670000.0
146123,2016-11-14,805000.0
146124,2018-07-05,700000.0
146125,2015-02-03,740000.0
146126,2005-10-04,550000.0
146127,2015-10-30,725000.0
146128,2016-09-23,700000.0
146129,2016-11-18,985000.0
146130,2016-07-25,315000.0
146131,2007-01-31,159000.0
146132,2007-06-20,175000.0
146133,2007-01-23,32814.0
146136,2016-05-19,279500.0
146138,2007-03-07,71400.0
146139,2007-08-28,63225.0
146140,2007-03-01,175000.0
146141,2013-06-26,425000.0
146142,2007-03-13,195000.0
146143,2006-12-04,71825.0
146144,2017-05-09,303000.0
146145,2017-06-20,460000.0
146146,2017-06-26,636000.0
146147,2007-10-26,430000.0
146148,2013-08-26,504000.0
146149,2015-05-26,580000.0
146150,2010-11-12,343000.0
146151,2014-06-03,520000.0
146152,2007-11-02,349000.0
146153,2012-11-06,490000.0
146154,2018-06-28,410000.0
146155,2016-12-15,172500.0
146156,2015-03-19,325000.0
146158,2014-02-04,410000.0
146159,2008-08-21,662000.0
146160,2008-07-14,715000.0
146162,2015-12-23,474000.0
146164,2007-10-15,399999.0
146165,2014-11-21,445500.0
146166,2001-10-02,50000.0
146167,2010-09-24,269000.0
146168,2008-05-15,242400.0
146170,2012-12-06,2991000.0
146171,2010-11-10,238000.0
146172,2018-04-04,309000.0
146173,2015-01-23,239650.0
146174,2012-12-06,2991000.0
146175,2015-06-12,225000.0
146176,2009-03-03,219900.0
146177,2016-05-09,276000.0
146178,2013-08-29,250000.0
146179,2013-10-16,250000.0
146181,2010-08-26,210000.0
146182,2009-04-14,197000.0
146183,2014-04-03,260000.0
146184,2008-08-22,235000.0
146185,2013-10-02,257850.0
146186,2017-07-07,300000.0
146187,2014-11-05,258800.0
146188,2010-03-02,190000.0
146189,2009-08-04,138897.0
146191,2009-01-30,173263.0
146192,2018-02-06,300000.0
146194,2008-10-09,159643.0
146195,2009-01-15,234900.0
146196,2018-02-21,325000.0
146199,2016-06-23,270000.0
146200,2009-08-17,239900.0
146201,2018-01-11,324000.0
146202,2009-08-25,234000.0
146203,2008-12-29,144947.0
146204,2009-07-28,222000.0
146205,2017-10-23,307000.0
146206,2008-10-28,158517.0
146207,2008-10-22,248000.0
146208,2013-11-26,240501.0
146209,2018-01-23,319900.0
146210,2008-11-28,141800.0
146211,2009-07-22,229795.0
146212,2009-07-22,225000.0
146213,2013-07-12,210000.0
146214,2009-08-17,238500.0
146216,2013-12-16,199900.0
146217,2015-11-24,265000.0
146218,2018-02-07,324000.0
146219,2008-11-10,141800.0
146220,2012-09-10,209500.0
146223,2007-10-26,187000.0
146231,2010-11-16,150000.0
146233,2015-02-03,305000.0
146234,2015-01-21,320000.0
146235,2009-03-20,219900.0
146236,2017-03-07,360000.0
146237,2008-03-13,256350.0
146238,2008-03-25,300000.0
146239,2017-08-07,335000.0
146240,2013-08-05,325000.0
146241,2017-03-17,779900.0
146242,2017-04-20,835000.0
146243,2016-10-28,329900.0
146244,2013-11-06,329000.0
146245,2012-07-05,294500.0
146246,2006-01-11,309000.0
146247,2009-11-24,412000.0
146248,2014-04-08,565000.0
146249,2009-11-04,299000.0
146250,2009-11-06,317000.0
146251,2015-10-16,359900.0
146252,2013-08-29,374000.0
146253,2015-04-09,553000.0
146254,2015-04-07,575000.0
146255,2015-04-07,649900.0
146256,2004-11-05,146000.0
146257,2018-04-20,290000.0
146258,2004-06-24,213535.0
146259,2007-01-29,169900.0
146260,2018-05-21,177220.0
146261,2005-06-10,209900.0
146262,2006-11-21,193000.0
146263,2016-10-03,369900.0
146264,2016-12-15,390000.0
146265,2017-01-19,505000.0
146266,2017-02-03,606900.0
146267,2007-12-18,399900.0
146268,2017-02-07,291390.0
146270,2013-11-01,490000.0
146272,2008-10-08,132000.0
146273,2009-07-21,230000.0
146274,2009-10-29,239900.0
146275,2009-08-05,210000.0
146276,2009-10-19,200000.0
146277,2010-01-05,240000.0
146278,2009-09-30,270000.0
146279,2014-02-28,230000.0
146280,2009-12-07,219000.0
146281,2009-11-09,249900.0
146282,2018-02-21,390000.0
146283,2009-11-09,223000.0
146284,2015-10-08,300000.0
146285,2014-11-07,495000.0
146286,2014-11-03,435000.0
146287,2014-11-24,445000.0
146288,2008-09-08,205000.0
146289,2014-01-10,215000.0
146290,2017-06-23,272000.0
146291,2017-08-18,270000.0
146292,2008-03-10,225000.0
146293,2011-12-09,228000.0
146294,2010-12-14,233000.0
146295,2013-11-22,237000.0
146296,2012-11-08,248000.0
146297,2011-03-28,228000.0
146298,2017-05-10,335000.0
146299,2012-06-14,218000.0
146301,2010-07-14,347000.0
146303,2010-11-17,167000.0
146305,2018-05-25,285000.0
146306,2010-02-25,318430.0
146307,2010-02-09,319000.0
146308,2016-05-05,257000.0
146309,2010-01-20,218700.0
146310,2013-04-05,262000.0
146311,2011-06-09,162000.0
146312,2018-06-08,359000.0
146313,2012-04-02,248000.0
146314,2010-08-12,270000.0
146315,2012-02-09,221000.0
146316,2011-08-01,217000.0
146317,2010-08-23,232000.0
146320,2016-08-01,260000.0
146321,2011-12-23,224000.0
146322,2010-04-01,267000.0
146323,2014-06-20,195000.0
146324,2011-12-13,187000.0
146325,2005-07-07,230000.0
146330,2015-07-15,214000.0
146331,2016-09-09,310000.0
146333,2002-04-30,37500.0
146335,2018-03-06,275000.0
146337,1994-05-03,48000.0
146338,2018-04-05,285710.0
146340,2012-08-17,222000.0
146343,2016-03-16,280000.0
146344,1996-10-25,43000.0
146345,2016-12-16,440000.0
146346,2017-06-12,184000.0
146350,2013-11-12,239000.0
146353,2005-11-09,204000.0
146357,2006-08-08,224000.0
146359,2016-05-31,415000.0
146360,2017-12-26,393000.0
146362,1997-01-06,61500.0
146363,2018-05-11,310000.0
146364,2017-10-02,660000.0
146365,2017-08-25,590000.0
146366,2007-01-11,470000.0
146367,2002-06-06,258000.0
146372,2013-04-03,799000.0
146374,2003-09-08,249000.0
146376,2010-05-19,290000.0
146377,2014-09-24,422500.0
146378,2017-09-29,341500.0
146379,2003-02-04,255000.0
146380,2004-05-27,320000.0
146382,1992-08-13,86950.0
146383,2016-09-12,417000.0
146385,2006-01-03,325000.0
146386,2010-12-01,399999.0
146388,2011-12-30,615000.0
146389,2017-05-17,432700.0
146390,2013-05-13,364000.0
146391,2013-08-19,352000.0
146392,2016-08-04,375000.0
146394,2009-10-29,339000.0
146395,2014-02-04,375000.0
146396,2017-08-03,412500.0
146397,2018-06-27,409500.0
146398,2005-05-19,316300.0
146399,2013-10-24,399999.0
146401,2016-09-12,399999.0
146402,2013-12-31,355000.0
146403,2004-03-22,276900.0
146404,2011-06-02,346000.0
146405,2009-07-22,298900.0
146406,2012-01-17,331999.0
146407,2018-07-09,370000.0
146408,2007-08-09,319999.0
146409,2004-02-04,234900.0
146410,2004-10-25,311200.0
146411,2014-08-07,359000.0
146413,2009-11-10,345000.0
146414,2007-10-18,339000.0
146415,2018-06-04,354000.0
146417,2015-04-30,390000.0
146418,2008-07-21,329000.0
146419,2004-08-26,411500.0
146420,2014-07-08,560000.0
146421,2018-06-06,593000.0
146422,2004-06-24,498240.0
146423,2005-03-21,447900.0
146424,2005-03-09,482500.0
146426,2004-06-24,428900.0
146427,2017-10-20,592000.0
146428,2004-10-08,477500.0
146429,2017-09-15,540000.0
146430,2010-08-13,357500.0
146431,2008-10-24,349500.0
146432,2016-08-19,410000.0
146433,2011-03-16,350000.0
146434,2004-04-19,275900.0
146435,2004-03-24,389900.0
146436,2016-12-05,534900.0
146437,2018-04-26,420000.0
146439,2013-12-26,426000.0
146440,2015-08-12,566900.0
146441,2018-02-05,541000.0
146442,2001-08-17,135000.0
146448,2016-02-24,500000.0
146449,2015-09-23,620000.0
146450,2015-12-14,799999.0
146451,2015-12-21,800000.0
146452,2018-04-10,450000.0
146453,2013-11-08,439000.0
146454,2013-09-26,479000.0
146455,2014-12-15,555000.0
146456,2017-07-26,720000.0
146457,2014-10-27,749000.0
146458,2016-02-09,682500.0
146459,2015-02-06,599000.0
146461,2015-08-12,615000.0
146462,2015-08-13,426000.0
146463,2018-04-10,635000.0
146464,2017-09-29,799900.0
146465,2007-12-03,290000.0
146466,2018-07-11,367500.0
146467,2010-02-02,219900.0
146468,2013-07-16,271000.0
146469,2015-09-10,599000.0
146470,2017-11-14,655000.0
146471,2015-09-15,685000.0
146472,2015-09-22,685000.0
146473,2015-03-18,520000.0
146474,2015-06-24,606000.0
146475,2011-03-09,232800.0
146476,2011-04-27,214900.0
146478,2016-07-27,460000.0
146479,2016-05-12,455000.0
146480,2016-01-20,525000.0
146481,2016-02-05,525000.0
146482,2016-03-07,387500.0
146483,2016-03-10,399000.0
146484,2016-03-08,407000.0
146485,2016-03-08,434300.0
146486,2016-05-19,383000.0
146488,2016-05-19,395000.0
146489,2016-05-19,397000.0
146490,2017-10-20,624900.0
146491,2017-10-17,574900.0
146492,2017-12-13,634001.0
146493,2017-12-22,615000.0
146495,2008-10-03,5700000.0
146496,2015-02-27,3570000.0
146497,2014-02-27,1300000.0
146498,2011-04-14,3325000.0
146499,2010-05-14,4500000.0
146501,2005-10-19,1070000.0
146502,2009-01-06,1300000.0
146504,2008-07-02,950000.0
146505,2008-03-12,217250.0
146507,2008-04-29,196000.0
146508,2014-08-27,101810.0
146510,2008-03-05,193000.0
146511,2008-03-05,147368.0
146512,2017-07-14,315000.0
146514,2008-03-26,248500.0
146515,2015-02-04,276502.0
146516,2017-06-20,510000.0
146517,2009-12-09,205000.0
146518,2008-03-12,206000.0
146519,2008-03-12,230500.0
146521,2008-09-09,340000.0
146522,2014-11-10,435000.0
146523,2015-08-07,245000.0
146524,2016-02-08,265000.0
146525,2017-07-19,391500.0
146527,2017-11-03,255000.0
146529,2014-07-29,160000.0
146530,2003-11-03,154000.0
146531,2015-06-08,324000.0
146536,2008-06-19,302500.0
146537,1997-09-22,35000.0
146538,2017-09-01,224900.0
146539,2002-10-31,38703.0
146541,2013-04-04,236000.0
146543,1998-11-16,38500.0
146544,2014-08-29,258970.0
146545,2014-07-25,245000.0
146546,2013-03-25,225000.0
146547,2017-03-31,240000.0
146548,2015-06-02,227500.0
146549,2012-12-17,310000.0
146551,2009-07-23,257000.0
146552,2017-10-26,389900.0
146553,2010-12-29,199000.0
146557,2002-09-04,64000.0
146560,2001-04-25,60000.0
146561,2010-06-17,219000.0
146562,2016-11-22,245500.0
146563,2000-08-22,65000.0
146564,2017-05-02,206000.0
146565,2015-03-06,340000.0
146568,2017-10-12,399900.0
146569,2011-03-17,160000.0
146570,2002-09-26,53000.0
146571,2003-02-11,69900.0
146572,2013-08-07,237000.0
146573,2005-03-16,242500.0
146575,2008-09-29,259000.0
146577,2017-03-21,307313.0
146578,2003-03-31,127334.0
146579,2003-04-21,132734.0
146580,2003-03-20,125334.0
146581,2017-12-26,575000.0
146582,2003-05-16,124934.0
146583,2003-06-05,127834.0
146584,2003-04-30,124934.0
146585,2004-09-01,138334.0
146586,2016-08-10,506000.0
146587,2003-08-25,124934.0
146588,2005-11-04,361000.0
146589,2014-04-22,499950.0
146590,2003-12-17,134234.0
146591,2010-08-12,339900.0
146592,2003-09-29,130334.0
146593,2004-02-25,143664.0
146594,2009-04-29,692900.0
146595,2013-05-13,660000.0
146596,2013-12-12,512100.0
146597,2010-01-14,355000.0
146598,2017-09-13,585000.0
146599,2013-12-12,442000.0
146600,2008-10-14,454900.0
146601,2017-10-23,510000.0
146602,2017-12-20,560000.0
146603,2009-08-07,68913.0
146604,2009-07-21,409900.0
146605,2013-04-09,540000.0
146606,2015-10-20,479900.0
146607,2015-05-26,473400.0
146608,2016-11-16,485000.0
146609,2015-08-28,549000.0
146610,2016-11-17,588000.0
146611,2009-07-21,149918.0
146613,2009-04-28,360000.0
146614,2009-09-29,408000.0
146615,2008-09-12,423900.0
146616,2009-08-28,192889.0
146617,2008-09-12,149918.0
146618,2010-04-22,522500.0
146619,2015-10-19,456000.0
146620,2014-05-02,441000.0
146621,2010-04-26,405000.0
146622,2010-04-02,395000.0
146623,2010-04-06,424250.0
146624,2009-09-16,635000.0
146626,2009-03-05,435800.0
146627,2013-05-21,89700.0
146629,2014-08-07,450000.0
146630,2009-09-16,381900.0
146631,2013-10-23,407500.0
146632,2009-08-27,144469.0
146633,2013-03-04,635000.0
146635,2015-04-30,575000.0
146636,2009-11-06,143288.0
146637,2013-12-31,399600.0
146638,2009-09-24,192889.0
146639,2010-08-30,440000.0
146640,2016-10-14,597000.0
146641,2009-06-04,210131.0
146642,2009-02-06,67501.0
146643,2009-12-08,422900.0
146644,2018-02-21,600000.0
146645,2009-06-11,394000.0
146646,2009-07-27,192889.0
146647,2014-07-01,683555.0
146648,2009-01-09,535400.0
146649,2017-06-14,525000.0
146650,2009-07-27,385000.0
146651,2016-02-18,359000.0
146652,2014-04-24,410000.0
146653,2010-04-27,322000.0
146654,2008-03-24,359000.0
146655,2013-12-11,538000.0
146656,2015-07-14,585000.0
146657,2005-02-04,482500.0
146658,2015-01-14,522000.0
146659,2016-06-28,550000.0
146660,2012-04-05,650000.0
146661,2003-06-05,705000.0
146662,2018-05-14,980000.0
146664,2017-09-29,1065000.0
146665,2015-01-16,650000.0
146666,2009-09-03,870000.0
146667,2014-11-06,890000.0
146668,2010-06-24,770000.0
146669,1997-04-02,200000.0
146670,2014-09-03,838000.0
146672,2011-11-01,825000.0
146674,2013-12-18,965000.0
146676,2016-04-21,805000.0
146677,2012-11-30,635000.0
146678,1999-06-08,260000.0
146679,2017-09-08,950000.0
146681,2003-02-11,580000.0
146682,2017-09-13,840000.0
146683,2009-11-09,785000.0
146684,2015-03-24,800000.0
146685,2014-02-20,1000000.0
146686,2012-08-03,955437.0
146687,2005-10-26,975000.0
146689,2004-01-15,630000.0
146690,2003-01-24,750000.0
146691,2013-10-10,977500.0
146693,2018-01-10,985000.0
146694,2016-06-13,1235000.0
146697,1998-01-02,412500.0
146698,2006-06-07,555000.0
146700,2008-05-15,525000.0
146701,2007-08-17,533100.0
146702,2009-10-21,395000.0
146704,2015-05-22,672500.0
146705,2007-03-01,536000.0
146707,1992-09-14,155000.0
146708,2014-02-20,403000.0
146709,2003-01-09,340000.0
146710,2008-06-27,645000.0
146711,2014-05-08,640000.0
146712,2010-12-13,535000.0
146713,2002-12-31,330000.0
146714,2007-11-21,520000.0
146716,2015-08-10,665000.0
146719,2018-05-16,605000.0
146720,2010-06-02,300000.0
146721,2009-02-24,357900.0
146722,2010-06-02,300000.0
146723,2011-05-12,525000.0
146724,2012-05-18,165000.0
146725,1999-06-25,38900.0
146726,2003-10-02,160000.0
146727,2014-10-22,266500.0
146728,2016-07-14,299000.0
146730,2005-06-30,235600.0
146731,2000-04-28,44500.0
146732,2015-06-25,200000.0
146733,2002-12-02,100000.0
146735,2009-03-24,217500.0
146736,2006-08-31,290000.0
146737,2007-04-04,209000.0
146738,2014-04-07,315000.0
146740,2008-12-10,270000.0
146741,2008-06-30,399999.0
146743,1999-07-12,40000.0
146744,2013-10-02,285000.0
146745,2009-09-29,182500.0
146746,2008-06-30,399999.0
146747,2015-06-03,485000.0
146748,2015-07-07,460000.0
146749,2011-03-14,365000.0
146750,2010-02-24,411000.0
146751,2014-12-19,341262.0
146753,2010-12-20,334000.0
146754,2011-07-12,350000.0
146755,2016-06-08,412000.0
146757,2013-08-15,349000.0
146758,2018-04-26,610000.0
146760,2018-04-24,395000.0
146762,2012-03-29,371500.0
146764,2016-10-24,528900.0
146766,2010-05-12,375000.0
146767,2004-11-04,358000.0
146768,2008-05-06,275000.0
146769,2003-06-12,100000.0
146770,2000-06-28,172000.0
146772,2015-11-09,415000.0
146773,2017-02-24,399000.0
146774,2015-05-11,565000.0
146775,2000-10-10,179000.0
146776,2018-05-15,482000.0
146778,2013-08-13,399000.0
146781,2016-04-08,655000.0
146783,2005-10-20,430000.0
146784,2011-11-21,130000.0
146785,2011-08-02,452500.0
146786,2012-04-09,269850.0
146787,2012-05-22,421000.0
146789,2017-12-12,315000.0
146790,2014-06-09,319000.0
146791,2013-05-02,369000.0
146792,2017-03-16,378500.0
146793,2012-05-01,419857.0
146794,2012-04-27,282000.0
146795,2012-08-27,425777.0
146796,2013-05-30,423000.0
146797,2009-08-03,223000.0
146798,1999-05-24,55379.0
146799,2013-10-28,185000.0
146801,2018-03-06,424000.0
146804,2008-09-15,496000.0
146805,2010-01-05,445715.0
146807,2017-02-13,715000.0
146808,2014-04-17,600000.0
146809,2008-06-11,750000.0
146810,2010-04-14,1175000.0
146811,2009-04-21,495000.0
146812,2009-08-25,445000.0
146813,2017-06-22,1065000.0
146815,2017-10-11,538000.0
146816,2009-09-15,490000.0
146817,2010-07-12,870000.0
146818,2018-05-16,786200.0
146819,2016-01-11,645000.0
146820,2009-11-10,785000.0
146821,2017-04-07,1435000.0
146824,2009-07-06,925000.0
146825,2008-10-02,1434900.0
146827,2016-05-04,663000.0
146828,2016-09-09,1489000.0
146829,2010-11-08,1396349.0
146830,2015-05-04,516500.0
146831,2014-12-23,545000.0
146832,2014-12-29,550000.0
146833,2015-04-01,559000.0
146834,2013-10-31,500000.0
146835,2000-10-31,180000.0
146836,2010-07-29,185000.0
146838,1997-09-30,45000.0
146840,2017-03-10,211000.0
146841,2018-06-14,319000.0
146842,1998-05-29,60000.0
146843,2003-10-06,143000.0
146844,2014-03-14,339900.0
146845,2016-09-13,232000.0
146846,2013-11-04,220000.0
146847,2018-06-18,198000.0
146850,2001-09-21,59000.0
146852,2006-02-03,211000.0
146853,2002-07-02,112000.0
146854,2005-08-15,204000.0
146855,2015-01-23,334000.0
146856,2004-09-30,230000.0
146857,2017-12-12,205000.0
146859,1998-05-14,32900.0
146860,2005-12-29,223471.0
146861,2015-03-24,230000.0
146862,2017-10-25,585000.0
146864,2016-12-21,765000.0
146865,2013-09-09,410000.0
146866,2017-12-05,630000.0
146867,2007-02-21,330900.0
146869,2007-05-08,535000.0
146870,2017-01-23,3850000.0
146871,2003-09-24,245000.0
146872,2005-11-22,349900.0
146874,2000-04-14,195000.0
146875,2016-06-20,489000.0
146878,2017-01-18,700000.0
146879,2016-05-03,610000.0
146880,2014-01-14,465000.0
146881,2004-07-20,339000.0
146882,2016-07-15,443000.0
146883,2013-08-09,399000.0
146884,2014-09-05,319000.0
146885,2002-08-12,179000.0
146886,2009-01-06,375000.0
146887,2009-10-13,289500.0
146888,2013-10-21,270000.0
146892,1992-06-15,123000.0
146893,2016-07-12,347000.0
146895,2015-02-20,430000.0
146896,2015-10-26,350000.0
146897,2006-06-06,300000.0
146898,2009-10-28,399999.0
146899,2015-07-24,289000.0
146900,2012-01-03,333500.0
146901,2017-06-23,322500.0
146903,2001-11-19,139000.0
146905,2005-01-06,367000.0
146907,2005-01-06,367000.0
146909,1992-12-16,84950.0
146910,2014-02-24,205500.0
146912,2006-09-07,299000.0
146917,2006-04-18,475000.0
146918,2013-08-16,410000.0
146919,2015-11-13,275000.0
146920,2015-06-09,262000.0
146921,2015-05-27,284900.0
146922,2018-05-10,118900.0
146924,2015-08-06,387000.0
146925,2016-03-23,420000.0
146926,2016-04-25,461500.0
146927,2015-05-19,404900.0
146928,2016-06-07,464000.0
146929,2016-06-02,449000.0
146930,2015-12-11,389000.0
146931,1999-03-30,63900.0
146934,2017-04-25,512000.0
146935,2013-01-08,382500.0
146937,2013-07-23,485000.0
146938,2000-10-03,132450.0
146939,2001-06-05,170000.0
146940,2017-12-28,539000.0
146941,2004-10-19,370000.0
146942,2014-06-20,546000.0
146943,2010-04-14,389900.0
146944,2010-01-14,395000.0
146945,2015-05-19,434900.0
146946,2013-02-28,392000.0
146947,2009-08-04,442900.0
146948,2010-03-11,495000.0
146949,2013-01-23,765000.0
146950,2013-04-10,414450.0
146951,2009-09-03,360000.0
146952,2008-04-17,373900.0
146954,2015-02-03,563000.0
146955,2008-09-10,1020000.0
146956,2014-09-08,553000.0
146957,2009-08-12,369900.0
146958,2013-09-09,429900.0
146959,2008-05-27,394900.0
146960,2013-11-06,459900.0
146961,2009-08-27,635900.0
146962,2015-07-22,645000.0
146964,2016-02-17,592500.0
146965,2016-03-09,446000.0
146966,2014-06-12,345000.0
146968,2005-08-02,465000.0
146970,2002-02-28,252750.0
146972,2006-01-05,525000.0
146973,2000-10-25,175000.0
146974,1997-01-23,137000.0
146975,2014-11-17,590000.0
146978,2017-08-22,675500.0
146979,2014-11-12,550000.0
146980,1995-05-02,122400.0
146982,2010-10-07,415000.0
146983,2015-10-30,534000.0
146984,2010-11-09,429000.0
146987,1995-08-30,108000.0
146988,2016-06-21,569000.0
146989,2015-09-14,575500.0
146990,2001-10-25,234900.0
146992,2017-09-19,525000.0
146993,2007-11-08,355000.0
146994,2012-08-23,315000.0
146995,2007-06-25,360000.0
146996,1993-05-19,122500.0
146998,2011-04-06,367000.0
146999,2014-06-10,485000.0
147000,2010-12-28,415000.0
147001,2008-03-28,360000.0
147003,2015-02-23,321000.0
147004,2016-07-13,302500.0
147005,2010-04-01,338000.0
147006,2010-08-10,367000.0
147007,2011-01-24,215000.0
147009,2017-07-10,345000.0
147010,2012-07-31,177000.0
147011,2010-07-09,330000.0
147012,2010-01-28,333000.0
147013,2012-06-21,172000.0
147014,2016-07-05,293000.0
147015,2011-10-31,219000.0
147016,2014-03-31,725000.0
147017,2010-11-18,41000.0
147018,2018-06-07,1300000.0
147019,2004-11-02,471800.0
147020,2013-06-25,463500.0
